job_description,job_title
"Senior Network Test Engineer Samsung Electronics America Richardson, TXSeeks candidates to test specified field interoperability test plans for wireless mobile devices. Bachelor's in Engineering, Computer Science, or rel. & 5 yrs. exp. in occ. requiring technical or telecommunications eng'g; or Master's & 3 yrs. Apply at www.samsung.com/us, Job 275348. No calls, Principals only. EOE. The Dallas Morning News  -  06/19/2016",Senior Network Engineer
"SR. .NET DEVELOPER – CONTRACT TO PERM – DALLAS, TXA major Texas healthcare provider seeks a Sr. Full Stack developer for development of applications for internal employees and vendors. As such, the consultant will need to be able to translate requirements from non-technical focus groups to technical requirements in an Agile with Scrum environment.Sr. .Net Developer Skills & Requirements:Backend Development:• C#, MVC, Web API, RESTful Web Services• Databases (Oracle preferred, MSSQL)Frontend Development:• AngularJS or KnockoutJS, JSON, jQuery, jQueryUI, Bootstrap• KendoUI is a plusFollow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",Senior .Net Developer
"« back Learn More Senior Network Engineer Job #:  656394NOC Engineer SR - Weekend Night ShiftThe Network Operations Center Engineer Sr. is an operational support position providing network, server, storage, application systems surveillance, performing multiple of the core competencies of the team at a high level. Needs minimal assistance, mentors NOC Engineer positions, designs, develops, installs, and maintains multiple operational technology tool sets. In addition to the tool sets itself, the NOC Engineer Sr works well with customers and other stakeholders. This position is considered a career level position. Job Functions Adheres to clients policies, procedures and standards with occasional supervision. Offers fresh insights to help others overcome mental blocks and think creatively. Considers the ideas, needs and suggestions of other group members. Provides leadership and mentoring for the NOC Engineer position including the understanding of clients policies, procedures and standards, system administration, system design, implementations, updates, maintenance, support, documentation reporting, research and development for systems of medium complexity. Is responsible for technology tool set system design and implementations for network routing/switching, wireless, UPSs, monitoring, storage architecture and disaster recovery procedures with minimal assistance. Maintains technical relationships and evaluates market technologies associated with technology tool set vendors so that as product enhancements are made or new products become available, an understanding can be obtained to determine how they could be beneficially applied to the engineering support teams within the Information Services departments. Understands competencies within multiple technology tool sets utilized by the technology teams. Has the ability to correlate reoccurring issues and the ability to make medium level network, server, and storage configuration changes. Prioritizes work appropriately, carrying out assignments with the appropriate level of direction and completing tasks within deadlines with occasional supervision. Monitors work progress, informing team leaders, team managers and/or customers of project status, problems or obstacles and workload problems in a timely manner with occasional supervision. Provides timely and accurate status reports with occasional supervision. Enters work time appropriately and timely into applicable systems with occasional supervision. Provides accurate and concise up to date system information of problem escalation. Provides appropriate documentation for scheduling of resources. Creates and maintains system report such as uptime, utilization and growth.  Easily adapts to change and remains stable in stressful situations. Demonstrates an understanding of diversity and supports system goals, with occasional supervision. Assists with monitoring tool design and implementations of tool sets for network routing/switching, and recovery procedures. May be assigned design and implementation responsibilities for systems of basic complexity and minimal criticality. Understands competencies within a single tool utilized by the technology teams. Has the ability to correlate reoccurring issues and the ability to make simple network, server, and storage configuration changes. Prioritizes work appropriately, carrying out assignments with the appropriate level of direction and completing tasks within deadlines, with supervision. Monitors work progress, informing team leaders, team managers and/or customers of project status, problems or obstacles and workload problems in a timely manner with supervision. Provides timely and accurate status reports with supervision. Enters work time appropriately and timely into applicable systems with occasional supervision. Provides accurate and concise up to date system information of problem escalation. Provides appropriate documentation for scheduling of resources. Creates and maintains system report such as uptime, utilization and growth. SR NOC engineer must be able to provide a proper explanation when an issue is raised, which includes client handling and email etiquette. SR NOC engineer must possess good communication skills to handle calls and escalations. SR NOC staff will be required to work an On-call rotation schedule to cover the weekend day and night shifts.Must be willing to work all shifts including weekends. We are 7/24/365 Service Center.Responsible for Monitoring BSWH enterprise, which includes Network, Server, Storage, Web Services and Applications on Solarwinds Application.Troubleshoot Wireless/wired network and good understand of DHCP Reservations. Hands on Port investigations and Port verification in a Network environment.Must be able to identify, detect and report a problem to the next escalation tier.Network Configuration and support. Required knowledge and support secure VPN solutions.Communicate System Wide Outages. Lead bridge calls.Works together to achieve successful outcomes. Seeks input from others. Seeks win win solutions. Supports a shared purpose. Builds relationships. Supports others to achieve success. The essential job functions as stated are intended to describe the general nature and level of work being performed by individuals assigned to this job. The stated job functions are not intended to be construed as an exhaustive list of all job responsibilities, duties and skills required of personnel so classified.' Required Education and/or Experience: Education Required  Type of DegreeBachelor's Degree Preferred  Applicable to Position Amount of Experience  Type of Experience  5 - 6 Years   Associated with Progressive Responsibility  Organizational Core Competency Requirements:Communication - Communicates openly and in a timely way. Listens to understand. Speaks and writes clearly. Shares information appropriately. Keeps others well informed. Encourages others to share contrary views. Responds in a timely manner to messages/requests. Adaptability/Flexibility - Deals effectively with change and uncertainty. Copes well with stress and reassure. Is patient. Maintains a positive outlook. Deals constructively with mistakes and setbacks. Looks for ways to help the organization. SR. NOC Engineer Skill SetWindows OS 7, 8, 10Familiar with MAC (plus)Advance PC skillsSolarwinds administrationAdvance Networking T- Shooting skills.VPN T-shootingUnix, Aix, Linux, Server 2003, 2008R2 and 2012R2 administrationBasic Server Admin SkillsNetwork Monitoring tools.Supervisor or Team lead experienceIP managementProblem IdentificationProblem ResolutionCommunication SkillsCustomer Service experience requiredFamiliar with Active Directory, IIS.         EEO EmployerApex Systems LLC, a division of On Assignment, is an IT staffing and services firm specializing in providing IT professionals for contract, contract-to-hire, and direct placements. Apex also offers recruitment solutions for other select professional skills and workforce needs. On Assignment divisions include: Oxford Global Resources (IT and Engineering), CyberCoders, Valesta Clinical Research Solutions, and Lab Support US, UK, The Netherlands and Belgium.Apex Systems LLC is an Equal Employment Opportunity/Affirmative Action Employer. We evaluate qualified applicants without regard to race, color, religion, sex, national origin, disability, veteran status, sexual orientation, gender identity, and other protected characteristics. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.com or 866-612-2739.Learn More",Senior Network Engineer
"RESPONSIBILITIES:Kforce has a client that is seeking an IT Developer/Engineer in Plano, Texas (TX). Service delivery engineering for the Identity Assurance organization within Cyber Security Identity and Access Management.REQUIREMENTS: Excellent interpersonal skills Must be collaborative and team oriented, with a strong customer focus Excellent oral and written communication skills Ability to work within a change management framework, in a highly regulated production environment Ability to create and maintain engineering documents Ability to work independently and work through ambiguity Work tickets/incidents to completion and participate in root cause determination and problem management Some on call and weekend work is required Active Directory Certificate Services, to support domain joined devices Windows Server 2012R2 PowerShell Certutil PKI services- support of certificates for user, server, and application RedHat RHEL 5, PERL, and PHP skills are nice to have Cyber Security IAM Identity Assurance PKI/Certificates - Service Delivery Contractor",IT Developer
"Fullstack JavaScript Developer/Front End DeveloperSkills: JavaScript, NodeJS, HTML, CSS, SQL, Oracle, JavaLocation: Plano, TexasSalary: $70,000-$85,000 Our client is a stable company in the travel industry that develops custom software applications for clients to collect and manage logistics for events. They have a great culture that allows for collaboration and independent thinking. In this role, you will be doing full stack JavaScript development using JavaScript and Node daily. You will work on a small team of less than 10 Developers with great, tenured leadership. The days are fasted paced but you will have a great work/life balance- this is not a sweat shop! Experience we’d like to see:2+ years of JavaScript experience- be able to code from scratch!Knowledge or interest in working with NodeJSDesire to continuous learnUnderstanding of Data Structures and AlgorithmsBe able to manage multiple projects at onceDrive to research problems but modesty to know when to ask for advice Why you want to work here:Great opportunity to grow as a DeveloperGreat leadershipAnnual bonusWork from home when neededSolid health benefits ",Front End Developer
"SR. SYSTEMS SOFTWARE ENGINEER – CONTRACT - IRVING, TX-Bachelor's degree in area of specialty and at least 8-10 years of experience in the field or in a related area -8+ years’ experience with Java/J2ee -8 + years’ experience with Application servers, Databases, RDBMS based applications -8+ years front-end integration experience working with development teams on the deployment of web based applications (Java and J2ee) -Experience in network design, operational support, hands-on implementation and configuration of web applications, and enterprise systems. -Strong knowledge and experience in VPN, Firewall, load-balancing, network security, and network management platforms -Experience in configuring and installing technologies such as 2 way ssl, https connections. -Experience in auditing network security compliance -Certified ATG Commerce/java programmer/Developer is preferred -Required Skills: Core Java, J2EE, JAXB, JSP, Servlets, Web services, XML/XSD design, CSS3/Jquery, Ajax, Spring. -Required Skills:- ATG Commerce, strong in fundamentals, 4 to 6 years of hands on with large scale implementations, expert level in Browse and Shop, pricing, cart/catalog, check out modules and hands on various commerce pipelines -Exposure to Mobile Platforms(IOS/Android) is preferred.Follow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",Senior Systems Engineer
"The Judge Group is looking for an Oracle Developer. Please email Josh Freidus at Jfreidus@judge.com for more details.W2 Only - NO C2C or Third PartiesIn this role you will be working with a team of Developers, Engineering and Production Support on the design, development, implementation and on-going support of Oracle based applications in a high growth area of the Banking Technology. This position will play an integral part in project delivery given tight constraints but uncompromising quality for multiple applications and must complete tasks within schedule. You will work with the application project teams to size database efforts, Create and design database tables, design appropriate database objects and satisfy user performance expectations. The ability to develop productive business relationships with internal team members through cooperation, courtesy, and professionalism is an integral part of this position.6-10 years in comparable position Develop new systems or maintain and enhance existing systems. Microsoft Products: VB or ASP, SQL. UNIX Platform: C, Unix Scripting, Perl, SQL, JavaScript, HTML.",Oracle Developer
"SR. .NET DEVELOPER – CONTRACT – DALLAS, TXA Dallas based telco provider seeks a Sr. Full Stack .Net developer to work on responsive web applications for customer support, automated deployment and cloud management tools. The developer is responsible for everything from specifications gathering and analysis to development, documentation, test/debug and deployment.Sr. .Net Developer Skills & Requirements:• 5+ Years C#/.Net development• Angular with Node.js and JavaScript mastery• 5+ Years Database experience (MS SQL, MySQL, Cassandra, MongoDB)Plus Skills:• Openstack development experience• Understanding of web networking infrastructure (VPN, Firewall and Networking platforms) Follow us on our BLOG to see more jobs like this: http://dallas.vereduscorp.com / Why Veredus?Candidates work with a professional Recruiter whose average experience is eight years in the industry. That means they have intimate knowledge of the Information Technology industry and market trends - who is in demand now and who will be next. Your Veredus Recruiter will lead you through a thorough screening process in order to understand your skills, experience, needs, and desires. They also counsel their candidates in resume writing, interviewing, and career planning so when there’s a position you really want, you’re fully prepared to get it. . Additionally, if the position is a consulting opportunity Veredus provides full benefits starting Day 1, and at virtually no cost to you. • Medical • Dental • Vision • 401K • Life Insurance ($20,000 benefit)• ATOP - Accrued Time Off Program• Consultant Lunches and Outings • Consultant Web-Site• Name Plates• Care packages/Survival packs• Dedicated Consulting Services RepresentativeVeredus has been recognized as one of the “Best Staffing Firms to Work For” by Staffing Industry Analysts the last 3 years in a row. Nervous about an upcoming interview? Want to be as prepared as possible?Click on the link below and you will have access to the Veredus Interview Prep Video - culled from hundreds of years of collective experience in preparing candidates for that all important job interview: http://vereduscorp.com/career-center / Veredus Corporation is an EEO/Affirmative Action Employer M/F/D/V.Drug testing may be required; please contact Recruiter for more information.",Senior .Net Developer
"Job Description:-Client is seeking a Senior Software Systems Engineer.Summary:-Responsible for implementing enterprise file and block storage solutions.-The storage platforms are comprised of shared multi-tenant storage, customer dedicated storage and infrastructure deployments.-Primary storage vendors include NetApp and HP/3PAR.-Tasks include but are not limited to configuration of dedicated and shared NAS and SAN environments, changes, configuration of management tools, and installation of 3rd party products required to meet the customer's contracted needs.-This position will be required to obtain NACI high clearance Responsibilities:-Implementation of Storage Array's (NetApp C-mode & 7 mode, HP/3PAR) -Provisioning Storage as per the requirement -Design Storage solution as per the customer needs -Configuration of Storage array's -Escalation point for the storage team within the Implementation team -Responsible to build and deploy network attached storage (NAS) solutions -Responsible for the build and deployment of Storage frames and SAN fabrics -Base configuration using the Build Configure Verify process -Installation and configuration of Verizon supported software tools -Update logical diagrams and maintain documentation -Co-ordination with different Stack holders for Installation and Deployment challenges -Solution oriented approach for Implementation (Escalation & Issues) -Storage Expansions -Documentation of Storage Implementation as per requirement. -SOP creation and Change Management process -Finalizing logical diagram and publishing to SharePoint Qualifications:-Required Hand on Experience (Must Have) -Minimum of 7 years of IT industry hands on experience -Minimum of 5 years of Storage experience (End to End Implementation) -Minimum of 5 years of SAN administration hands on experience -Minimum of 5 years of Systems Administrations hands on experience -Minimum of 3 years of any UNIX or Linux hands on experience -Strong hands on experience in NetApp (C-Mode & 7-Mode), HP/3PAR, Brocade and Cisco Switches -Hands on experience with NetApp Snap Mirror configuration on 7-Mode and C-Mode NetApp storage systems -Script creation for Storage Automation on both NetApp (C-Mode/7Mode) and HP/3PAR -Planning, deployment, configuration of Storage. -Strong problem solving skills -Strong understanding of troubleshooting techniques Skills:-Advanced organizational and time management skills -Excellent verbal and written communication skills -Preferred Knowledge (good to have), Skills & Experience -Excellent documentation, communication and interpersonal skills -A track record in consulting/IT management must possess Expert level knowledge in one these areas: Storage Management Solution Integration Storage. -SAN Technologies (must have very good exposure to SAN Storage environment, with good knowledge in storage fundamentals). -Strong Experience in NAS infrastructure & DR implementation -Ability to provide technical guidance and end user training -Identifies and resolves problems in a timely manner and analyzes information skillfully. -Work exposure on various models of Fabric switches (Cisco and Brocade) -Contributes to the development of strategies, policies and best practices through participation in team meetings and other direct contributions. -Solution Definition - Design of service delivery components, Solution evaluation and recommendation -Recommendation, deployment & implementation of infrastructure components, training & change management.",Senior Systems Engineer
"Join a market leader providing automation solutions in hospitals to increase efficiency and enhance patient experience! Apply today and play an integral part in our automated material handling products and solutions. YOUR TASKSFront/back-end development of customer service applications like Remote System Monitoring, Web Reporting of CS data, NOC notification services, PTS touch screen interface and future strategic opportunities   Day-to-day development and sustaining of existing customer service applications, as well as enhancements and future strategic development of customer-facing applications   Minimal travel, but as necessary to deploy new software and manage the correction of problems for customer satisfactionYOUR PROFILEBachelor's degree in Computer Science, or an Engineering degree with CS Minor 5+ years of hands-on software development experience  Training or education in Web design/development C++, Java and/or C#, XML, and HTML 5, .Net WCF Services, JavaScript, Windows Object Oriented Analysis and Design, Data Structures, Multi-threading, Entity Framework SQL and Relational Databases (PostGreSQL or SQL Server), ISS, CSSPreferred knowledge:SaaS architecture Angular JSWE OFFERSwisslog offers challenging work in a globally networked environment as well as competitive base salary, comprehensive benefits including health/dental and above-market 401K! United efforts of our employees represent the basis for developing and delivering the best solutions for our customers.Relocation assistance is available! Swisslog is an EEO Employer, Gender/Minority/ Veterans/Disabled.Swisslog’s FMLA policy can be found at: http://www.dol.gov/whd/regs/compliance/posters/fmlaen.pdf Federal law requires employers to provide reasonable accommodation to qualified individuals with disabilities. If you require reasonable accommodation to complete the application or to perform your job, please contact Human Resources at:jobs.healthcare.us@swisslog.com.",Software Developer
